rank,expanded_case_id,dataset,question_id,image_id,image_path,local_image_path,prompt,ground_truth,dense_prediction,sparse_prediction,ours_prediction,threshold_prediction,dense_is_correct,is_sparse_wrong,is_ours_correct,is_threshold_correct,case_group,semantic_type,structural_type,detailed_type,pope_category,candidate_reason,selection_note
160,GQA_03177807,gqa,03177807,2413296,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2413296.jpg,data/kaggle_datasets/GQA/images/2413296.jpg,What animal is eating the cake?,dog,Dog,Cat,Dog,Dog,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
161,GQA_09892549,gqa,09892549,2383350,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2383350.jpg,data/kaggle_datasets/GQA/images/2383350.jpg,On which side of the image is the heater?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
162,GQA_1390641,gqa,1390641,2335723,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2335723.jpg,data/kaggle_datasets/GQA/images/2335723.jpg,What vehicle is it?,truck,Truck,Car,Truck,Truck,True,True,True,True,ours_and_threshold_recovery,cat,query,category,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
163,POPE_random_143,pope,random_143,COCO_val2014_000000297078.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000297078.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000297078.jpg,Is there a bear in the image?,no,no,yes,no,no,True,True,True,True,ours_and_threshold_recovery,,,,random,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
164,GQA_17107885,gqa,17107885,2388665,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2388665.jpg,data/kaggle_datasets/GQA/images/2388665.jpg,Is the blanket to the left or to the right of the drawer that is in front of the table?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,rel,choose,relChooser,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
165,GQA_02594994,gqa,02594994,2364312,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2364312.jpg,data/kaggle_datasets/GQA/images/2364312.jpg,Does the sweatshirt look black?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,attr,verify,verifyAttrKC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
166,GQA_07692728,gqa,07692728,2403803,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2403803.jpg,data/kaggle_datasets/GQA/images/2403803.jpg,What's the water in front of?,mountain,Mountain,Hills,Mountain,Mountain,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
167,GQA_08686991,gqa,08686991,2323768,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2323768.jpg,data/kaggle_datasets/GQA/images/2323768.jpg,Is the ball in the bottom of the image?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,attr,verify,positionVerify,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
168,GQA_00147541,gqa,00147541,2370226,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2370226.jpg,data/kaggle_datasets/GQA/images/2370226.jpg,Is the kid to the left or to the right of the girl that wears a shirt?,left,Left,Right,Left,Left,True,True,True,True,ours_and_threshold_recovery,rel,choose,relChooser,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
169,GQA_11412675,gqa,11412675,2385341,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2385341.jpg,data/kaggle_datasets/GQA/images/2385341.jpg,What is the brown animal doing?,jumping,Jumping,Playing frisbee,Jumping,Jumping,True,True,True,True,ours_and_threshold_recovery,attr,query,activity,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
170,GQA_1219501,gqa,1219501,2366688,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2366688.jpg,data/kaggle_datasets/GQA/images/2366688.jpg,Is there any tall grass in the photograph?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,obj,verify,existAttr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
171,GQA_12994777,gqa,12994777,2414613,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2414613.jpg,data/kaggle_datasets/GQA/images/2414613.jpg,Is the snow board silver or black?,black,Black,Silver,Black,Black,True,True,True,True,ours_and_threshold_recovery,attr,choose,chooseAttr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
172,GQA_01843170,gqa,01843170,2349263,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2349263.jpg,data/kaggle_datasets/GQA/images/2349263.jpg,On which side are the cars?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
173,GQA_06225385,gqa,06225385,2322276,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2322276.jpg,data/kaggle_datasets/GQA/images/2322276.jpg,Which kind of vegetable is right of the meat?,lettuce,Lettuce,Peppers,Lettuce,Lettuce,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
174,GQA_064376,gqa,064376,2339845,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2339845.jpg,data/kaggle_datasets/GQA/images/2339845.jpg,What is in the bowl near the spoon?,soup,Soup,Salad,Soup,Soup,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
175,GQA_09446084,gqa,09446084,2333492,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2333492.jpg,data/kaggle_datasets/GQA/images/2333492.jpg,Is the person that is pointing wearing a necktie?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,rel,verify,relVerify,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
176,GQA_12755296,gqa,12755296,2380375,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2380375.jpg,data/kaggle_datasets/GQA/images/2380375.jpg,Does the white shirt look short sleeved?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,attr,verify,verifyAttrK,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
177,GQA_13515589,gqa,13515589,2397987,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2397987.jpg,data/kaggle_datasets/GQA/images/2397987.jpg,Does the ottoman that is to the left of the rug look large and red?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,attr,logical,verifyAttrs,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
178,POPE_adversarial_243,pope,adversarial_243,COCO_val2014_000000574057.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000574057.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000574057.jpg,Is there a train in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,adversarial,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
179,POPE_popular_243,pope,popular_243,COCO_val2014_000000574057.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000574057.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000574057.jpg,Is there a train in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,popular,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
180,POPE_random_231,pope,random_231,COCO_val2014_000000574057.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000574057.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000574057.jpg,Is there a train in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,random,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
181,GQA_11354268,gqa,11354268,2382460,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2382460.jpg,data/kaggle_datasets/GQA/images/2382460.jpg,What is on the street?,truck,Truck,Car,Truck,Truck,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
182,GQA_13108425,gqa,13108425,2334458,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2334458.jpg,data/kaggle_datasets/GQA/images/2334458.jpg,"On which side are the papers, the left or the right?",right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,choose,positionChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
183,GQA_1583853,gqa,1583853,2388984,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2388984.jpg,data/kaggle_datasets/GQA/images/2388984.jpg,Do the jeans look black?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,attr,verify,verifyAttrC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
184,GQA_18544187,gqa,18544187,2320356,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2320356.jpg,data/kaggle_datasets/GQA/images/2320356.jpg,Do you see a speaker or a camera?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,obj,logical,existOr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
185,GQA_01423258,gqa,01423258,2379960,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2379960.jpg,data/kaggle_datasets/GQA/images/2379960.jpg,Who wears the shorts?,boy,Boy,Player,Boy,Boy,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
186,GQA_10560337,gqa,10560337,2354917,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2354917.jpg,data/kaggle_datasets/GQA/images/2354917.jpg,What is on the shelf?,glasses,Glasses,Bottles,Glasses,Glasses,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
187,GQA_01642323,gqa,01642323,2392147,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2392147.jpg,data/kaggle_datasets/GQA/images/2392147.jpg,Do you see a woman to the right of the white plate?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,rel,verify,existRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
188,GQA_05965669,gqa,05965669,2404602,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2404602.jpg,data/kaggle_datasets/GQA/images/2404602.jpg,What vehicle is to the left of the house?,truck,Truck,Car,Truck,Truck,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
189,GQA_09964744,gqa,09964744,2414646,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2414646.jpg,data/kaggle_datasets/GQA/images/2414646.jpg,Is the clock in the bottom part or in the top of the photo?,top,Top,Bottom,Top,Top,True,True,True,True,ours_and_threshold_recovery,attr,choose,positionChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
190,GQA_09964907,gqa,09964907,2414646,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2414646.jpg,data/kaggle_datasets/GQA/images/2414646.jpg,"In which part of the image is the remote, the top or the bottom?",top,Top,Bottom,Top,Top,True,True,True,True,ours_and_threshold_recovery,attr,choose,positionChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
191,GQA_12284351,gqa,12284351,2366350,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2366350.jpg,data/kaggle_datasets/GQA/images/2366350.jpg,What is the candle on?,toilet,Toilet,Candle holder,Toilet,Toilet,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
192,GQA_13376836,gqa,13376836,2322673,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2322673.jpg,data/kaggle_datasets/GQA/images/2322673.jpg,What do you think is pulled by the white animal?,carriage,Carriage,Cart,Carriage,Carriage,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
193,GQA_13918084,gqa,13918084,2378224,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2378224.jpg,data/kaggle_datasets/GQA/images/2378224.jpg,Which kind of vehicle is gray?,car,Car,Motorcycle,Car,Car,True,True,True,True,ours_and_threshold_recovery,cat,query,categoryThat,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
194,GQA_14889532,gqa,14889532,2374981,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2374981.jpg,data/kaggle_datasets/GQA/images/2374981.jpg,What is the color of the door the sticker is on?,white,White,Blue,White,White,True,True,True,True,ours_and_threshold_recovery,attr,query,directOf,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
